Időbélyeg;Pontszám;"1.	A végtelen ciklus (livelock)…";"2.	A modellező eszközök…";"3.	A futásidejű monitor… ";"4.	A tesztfedettség… ";"5.	A modellellenőrzés… ";"6.	A folyamatban egy elemi tevékenység vizitációs száma… ";"7.	A rendre XP és XQ átbocsátóképességű P és Q elemi tevékenységekből tetszőleges vezérlési elemekkel összeállított folyamat átbocsátóképessége… ";"8.	Hallgatók lábméretét, szemszínét és képzési fokát (BSc, MSc, PhD) vizsgáljuk.";"9.	Hallgatók lábméretét és a két Rendszermodellezés ZH-n elért összpontszámát vizsgáljuk.";"10.	A medián… "
5.17.2017 10:06:02;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:13:05;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., b) …nem fordulhat elő, ha a folyamatmodell teljesen specifikált., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;;;;;;;;
5.17.2017 10:21:51;0;;;;;;;;;;
5.17.2017 10:26:43;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;a) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:28:02;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:29:01;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:30:33;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., b) …mindig grafikus konkrét szintaxissal dolgoznak, mivel szöveges szintaxisa csak a kódgenerátoroknak és programozási nyelveknek van.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága.;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól., c) Ha a lábméretet és a ZH összpontszámot hisztogramon ábrázolva azt tapasztaljuk, hogy a két hisztogram pontosan ugyanúgy néz ki, akkor mindenki ugyanannyi pontot ért el, mint amekkora a lábmérete.;c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:33:26;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:35:57;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:36:19;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;b) …a tevékenység átbocsátása és az egész folyamat átbocsátása közti arány;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:38:16;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;;;;;;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:39:14;0;;;;;;;;;;
5.17.2017 10:48:28;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben., d) …része a specifikáció alapján elkészült rendszernek.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;a) …a tevékenység átbocsátása és átbocsátóképessége közti arány, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
5.17.2017 10:55:29;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;;;;;;;;;
5.17.2017 10:55:47;0;a) …jólstrukturált folyamatmodell esetén is előfordulhat., d) …esetén a rendszer a modelltől való eltérés nélkül nem képes elhagyni az állapottér egy bizonyos részét (pl.- ciklus), de azon belül képes lehet állapotváltozásra.;a) …egy modell különböző részeit különböző konkrét szintaxissal is megjeleníthetik., d) …a strukturális helyességet az absztrakt szintaxison végzett statikus ellenőrzésekkel vizsgálhatják, akár szerkesztés közben is.;b) …bemeneti és kimeneti invariánsokat ellenőriz futás közben.;b) …0 és 1 közötti érték, c) …új tesztesetek elkészítésével növelhető;b) …matematikailag bizonyítja a modell helyességét., d) …képes példát mutatni rá, ha egy adott követelmény nem teljesül a modellben.;;a) …min(XP, XQ), ha P és Q egy fork-join blokk két ága., b) … (XP + XQ), amennyiben szabad a döntés P és Q között;b) A szemszín egy rendezett kategorikus változó., c) A képzés foka egy rendezett kategorikus változó.;b) Ha a két változót párhuzamos koordináta diagramon ábrázolva azt tapasztaljuk, hogy a töröttvonalak párhuzamosak egymással, akkor a lábméret lineárisan függ a ZH összpontszámtól.;a) …megegyezik a második kvartilissel, és az 50%-os kvantilissel., c) …explicite fel van tüntetve a doboz diagramon (boxplot).
