Időbélyeg;Pontszám;"1.	A formális verifikáció egyik fajtája, a modellellenőrzés";"2.	A folyamatmodell";"3.	A tesztfedettség";"4.	A tesztkészlet ";"5.	Ha adott 101 adatpont, amelyből 100 egymáshoz közeli értékű és 1 nagymértékben kiugró (extreme outlier) adatpontunk van, akkor ";"6.	Ha a diagramon ábrázolt változókat tekintve több adatpont egybeesik, akkor az overplotting probléma";"7.	Ha ismert az egyensúlyi helyzetben lévő folyamat átlagos végrehajtási ideje és az egyszerre végrehajtás alatt álló folyamatpéldányok átlagos száma, akkor";"8.	A fájlszerver egyensúlyi helyzetében lévő teljesítménymodelljében";"9.	Egy teljesítménymodellben előfordulhat, hogy egy részfolyamat";"10.	A kódgenerátor"
5.17.2017 13:37:47;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;b) csak statikus elemzésnél használatos., d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, d) meghatározható a kihasználtság;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:43:54;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani., a) inputja mindig folyamatmodell., d) inputja mindig típusgráf.
5.17.2017 13:54:13;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:54:38;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám.;b) csak statikus elemzésnél használatos.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., d) a folyamat kihasználtsága mindig 1.;a) vizitációs száma negatív., c) kihasználtsága  negatív.;a) célja, hogy a modell helyességét statikus elemzéssel vizsgálja., b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:55:46;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:56:16;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;b) csak statikus elemzésnél használatos.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:57:03;0;c) előnye, hogy a tesztelésnél általában kisebb számításigényű;a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető, d) például a hisztogram bin (intervallum) szélességének megfelelő megválasztásával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 13:59:11;0;a) alkalmazható viselkedésmodellek esetén, c) előnye, hogy a tesztelésnél általában kisebb számításigényű;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;a) alsó becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;b) vizitációs száma 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 14:13:30;0;;;;;;;;;;
5.17.2017 14:31:15;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 14:31:16;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, d) meghatározható a kihasználtság;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 14:31:17;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, d) meghatározható a kihasználtság;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 14:31:18;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett., d) lehet egyszerre jólstrukturált és nemdeterminisztikus.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;d) csak olyan követelményt ellenőrizhet, amelyik minden adott inputsorozat esetén kizárólag egy kimeneti szekvenciát fogad el.;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;b) nehezen értelmezhetővé teheti a scatterplotot (pontfelhő / pont-pont diagram), c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1.;;b) szövegfájlként képes program forráskódját előállítani.
5.17.2017 14:33:32;0;a) alkalmazható viselkedésmodellek esetén, d) előnye, hogy lehetséges viselkedéseket kimerítően elemzi;a) valamely döntési (decision) csomópontját elhagyó vezérlési élek őrfeltételhez köthetőek, a) teljesen specifikált, ha minden döntésnél legalább egy kimenő vezérlési él engedélyezett., c) determinisztikus, ha minden döntésnél legfeljebb egy kimenő vezérlési él engedélyezett.;a) mindig 0 és 1 közé eső szám., azt jellemzi, hogy a tesztelt rendszer adott modelljének mekkora részét próbálja ki legalább egyszer a tesztkészlet.;;a) a medián érzéketlen arra, hogy mennyire nagy a kiugró érték, c) a módusz (feltéve hogy egyértelmű) érzéketlen arra, hogy mennyire nagy a kiugró érték;c) például átlátszóság használatával elkerülhető;b) felső becslés adható a folyamat átbocsátóképességére, c) meghatározható az érkezési ráta;a) az átbocsátási ráta és az érkezési ráta hányadosa mindig 1., b) az átbocsátási ráta és az átlagos végrehajtási idő szorzata mindig 1.;b) vizitációs száma 1-nél nagyobb., d) kihasználtsága 1-nél nagyobb.;b) szövegfájlként képes program forráskódját előállítani.
