Időbélyeg;Pontszám;"1.	A modell és a modellezett rendszer viszonya:";"2.	Ha egy rendszernek az M1 modell jó modellje, de az M2 modell nem érvényes rá, akkor…";"3.	A fa tulajdonságú gráf…";"4.	Egy egyszerű állapotgép biztosan determinisztikus, ha…";"5.	Ha M1 állapotgép absztrahálja M2 állapotgépet, akkor…";"6.	Az S1 S2 és S3 állapotterek direkt szorzataként előálló S állapottérnek minden pillanatban…";"7.	Ha az egyik állapotrégió 5 állapotot és 15 átmenetet, a másik régió 4 állapotot és 8 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Egy folyamat biztosan jól strukturált, ha…";"9.	Őrfeltételt írhatunk…"
5.17.2017 11:24:15;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;a) … determinisztikus.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:32:39;0;;;;;;;;;
5.17.2017 11:32:55;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:38:02;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát.;a) …teljesen specifikált., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;;a) … determinisztikus.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:39:04;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;d) …M1 mindenképpen M2 absztrakciója.;;b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;a) …23 átmenetet tartalmaz.;c) … nem tartalmaz ciklust.;a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:40:21;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;d) …M1 mindenképpen M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn.;a) …23 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:43:30;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása., b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., c) …egy állapotátmenete van.;a) …M1 több információt tartalmaz, mint M2.;;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:44:22;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:46:43;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire.
5.17.2017 11:48:58;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:52:34;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;a) … determinisztikus.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 11:59:58;0;;;;;;;;;
5.17.2017 12:07:19;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;b) …M1 mindenképpen M2 finomítása.;;;;;;;
5.17.2017 12:14:16;0;c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit., d) A modell a modellezett rendszer finomítása.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:14:48;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;d) … 120 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:17:16;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:19:00;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;a) …23 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:19:23;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása., b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;c) … nem tartalmaz ciklust.;a) …típusgráf éleire.
5.17.2017 12:23:45;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:25:54;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát.;a) …teljesen specifikált., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:26:35;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát.;a) …teljesen specifikált., b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll.;d) … 120 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:27:34;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;;b) …reprezentálhat egy tartalmazási struktúrát.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) … legalább 3 eleme fennáll.;;a) … determinisztikus.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:28:58;0;;;;;;;;;
5.17.2017 12:29:17;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;;;;;;;;
5.17.2017 12:34:21;0;;;;;;;;;
5.17.2017 12:38:39;0;b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:40:07;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:43:56;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 12:46:21;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;a) …teljesen specifikált., b) …egy kezdőállapota van.;a) …M1 több információt tartalmaz, mint M2.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;a) … determinisztikus.;a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
