Időbélyeg;Pontszám;A modell és a valóság között különbség, hogy;"1.	Ha M1 állapotmodell finomítja M2 állapotmodellt, akkor";"3.	Legyen S egy állapottér, és S' egy tetszőleges állapothalmaz. Ekkor…";"4.	Egy állapotgép biztosan nemdeterminisztikus, ha";"1.	Ha az egyik állapotrégió 5 állapotot és 10 átmenetet, a másik régió 6 állapotot és 16 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Mi lehet a strukturális modellezés célja? ";"7.	A fa tulajdonságú gráf…";"8.	Mely állítások igazak az alábbiak közül?";"9.	Egy folyamat biztosan jólstrukturált, ha…"
5.17.2017 14:29:58;0;a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:32:10;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:37:29;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, d) …ha S' is egy állapottér, akkor S ? S' = ? vagy S=S’.;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:38:02;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;a) …mindenképpen determinisztikus lesz., d) … 8-cal osztható számú átmenetet tartalmaz.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:41:44;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:46:06;0;a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 14:51:29;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:18:59;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:24:06;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;a) …mindenképpen determinisztikus lesz.;d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:28:10;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;c) A rendszer dinamikus viselkedésének vizsgálata., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., a) Az objektum-orientált programozásban használt objektumoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája., d) … nem tartalmaz fork-join párt.
5.17.2017 15:32:18;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép., c) egy állapotból nem minden lehetséges eseményre definiált az átmenet.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:32:28;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos;a) egy állapotból több eseményre ugyanabba az állapotba megy a gép., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;b) … mindenképpen fog őrfeltételeket tartalmazni.;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:36:10;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, c) …S ? S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
5.17.2017 15:41:15;0;a) a modell vonatkozhat még nem létező (pl. tervezett) rendszerre is., a) a modellalkotás célja, hogy a modellen elsősorban az adott problémával kapcsolatos, releváns információk jelenjenek meg., a) egy modell elhanyagolhatja a világ bizonyos tulajdonságait.;b) M1 több információt tartalmaz, mint M2., d) M2 absztrahálja M1 modellt.;a) …S \ S' biztosan kizárólagos, a) …S \ S' biztosan teljes;b) egy állapotból ugyanarra az eseményre több átmenet definiált, eltérő kimenetet adva., d) egy állapotot elhagy egy eseménnyel kiváltott és egy spontán átmenet is, eltérő kimenetet adva.;;b) A rendszer kisebb részekre bontása., d) A rendszerben található kapcsolatok és összeköttetések meghatározása.;…reprezentálhat egy tartalmazási struktúrát., a) …élcímkére szűrve is egy vagy több fa marad.;b) A típusgráfban minden csomóponttípushoz egy típuscsomópont, minden éltípushoz egy típusél tartozik., c) Az objektum-orientált programozásban használt osztályoknak megfeleltethető a típusgráf egy-egy csomópontja.;b) … elemi tevékenységek egyszerű szekvenciája.
